PRICE,LAND AREA,ROAD ACCESS,FLOOR,BEDROOM,BATHROOM,BUILT YEAR,AMENITY_PARKING,LOCATION_Kathmandu,LOCATION_Lalitpur,AMENITY_MARBEL,AMENITY_PARQUET,AMENITY_DRINKING_WATER,AMENITY_MODULAR_KITCHEN,AMENITY_GARDEN,AMENITY_DRAINAGE,AMENITY_POWER_BACKUP,AMENITY_RESERVE_TANK,AMENITY_WATER_WELL
16500000,2.2,13.0,2.0,3.0,3.0,2070,1,1,0,1,0,1,1,0,0,0,0,0
33500000,4.0,13.0,3.0,10.0,5.0,2058,1,1,0,0,0,1,1,0,1,1,0,0
35000000,5.0,11.0,3.5,6.0,4.0,2075,1,1,0,1,1,1,1,0,1,0,1,1
27500000,5.0,13.0,2.0,9.0,4.0,2070,1,1,0,0,0,1,1,0,1,1,0,0
22500000,3.0,13.0,2.5,7.0,3.0,2072,1,0,1,1,1,1,0,0,0,1,1,0
25000000,3.0,13.0,3.0,7.0,6.0,2076,1,0,1,1,1,1,0,0,1,1,0,0
28000000,5.3,15.0,3.0,6.0,6.0,2073,1,0,1,1,1,1,0,0,1,1,1,0
26000000,2.2,13.0,3.0,5.0,3.0,2076,1,0,1,1,1,1,0,0,1,1,0,0
28000000,3.0,13.0,3.0,4.0,4.0,2072,1,0,1,1,1,1,0,0,1,1,0,0
27000000,3.2,13.0,2.5,5.0,4.0,2072,1,0,1,1,1,1,0,0,1,1,0,0
29000000,3.2,6.0,4.5,22.0,8.0,2072,0,1,0,1,0,1,1,0,1,1,0,0
32500000,3.3,16.0,3.0,5.0,5.0,2075,1,0,1,0,0,1,1,0,1,1,0,0
27000000,3.0,20.0,2.5,3.0,4.0,2068,1,0,1,1,1,1,0,0,1,1,0,0
65000000,7.0,14.0,2.5,4.0,5.0,2065,1,1,0,1,1,1,0,0,1,1,0,0
27500000,3.0,13.0,3.5,7.0,4.0,2076,1,0,1,1,1,1,0,0,1,1,0,0
23000000,2.3,10.0,3.0,5.0,4.0,2076,1,1,0,0,0,1,1,0,0,1,0,0
57500000,5.2,13.0,2.5,4.0,4.0,2076,1,1,0,1,0,1,0,0,1,1,0,0
50000000,4.0,13.0,2.5,4.0,4.0,2068,1,1,0,1,0,1,0,1,1,1,0,0
17500000,3.0,14.0,2.5,5.0,5.0,2079,1,1,0,1,1,1,0,1,0,1,0,0
55000000,5.0,10.0,2.5,7.0,4.0,2079,1,1,0,1,0,1,0,1,1,0,1,1
46500000,4.3,13.0,3.0,6.0,6.0,2075,1,1,0,1,1,1,0,1,1,0,0,0
35000000,2.5,13.0,3.0,3.0,2.0,2079,1,0,1,0,0,1,0,0,1,1,1,0
28000000,3.2,6.0,6.0,22.0,8.0,2060,0,1,0,0,0,1,1,0,1,1,0,0
76000000,6.0,10.0,3.5,8.0,10.0,2076,1,1,0,1,1,1,0,1,1,1,1,0
73500000,9.1,13.0,3.5,4.0,3.0,2070,1,1,0,1,1,1,0,1,1,1,1,0
23000000,3.0,13.0,2.5,5.0,3.0,2069,1,1,0,1,0,1,1,0,1,1,0,0
39000000,6.0,14.0,2.5,6.0,6.0,2060,1,1,0,0,0,1,1,0,1,1,0,0
35000000,4.0,18.0,3.0,7.0,4.0,2075,1,0,1,1,1,1,0,0,1,1,0,0
16000000,2.2,12.0,2.5,5.0,3.0,2060,1,1,0,1,0,0,1,0,1,1,1,0
40000000,4.0,16.0,3.0,10.0,4.0,2076,1,1,0,0,0,1,0,0,1,1,0,0
22500000,3.2,20.0,2.5,4.0,3.0,2070,1,1,0,0,0,1,1,0,1,1,0,0
29000000,4.0,15.0,2.5,4.0,3.0,2076,0,0,1,0,0,1,1,0,1,1,0,0
26500000,3.0,20.0,2.0,4.0,2.0,2075,1,1,0,1,1,0,0,0,1,1,0,0
30000000,4.0,13.0,4.5,6.0,6.0,2060,0,1,0,0,0,1,1,0,1,1,0,0
55500000,6.2,20.0,3.5,6.0,6.0,2078,1,1,0,1,0,0,1,0,1,0,0,0
140000000,14.0,15.0,4.5,28.0,7.0,2058,1,1,0,1,1,1,0,0,0,1,1,0
85000000,6.0,12.0,4.0,8.0,6.0,2070,1,1,0,1,0,1,1,0,1,1,1,1
33800000,3.2,13.0,2.5,4.0,3.0,2069,1,1,0,1,1,1,1,0,1,1,0,0
29000000,5.0,13.0,2.5,5.0,5.0,2075,1,1,0,1,0,1,0,0,1,0,1,0
26000000,3.2,13.0,2.5,5.0,3.0,2075,1,0,1,1,0,1,0,0,1,0,1,0
32500000,3.2,18.0,3.5,6.0,3.0,2060,0,1,0,0,0,1,1,0,1,1,0,0
45000000,5.1,13.0,3.0,7.0,6.0,2066,1,1,0,1,1,1,1,0,1,1,0,0
15500000,4.2,4.0,2.0,4.0,2.0,2072,1,0,1,1,1,1,1,0,1,1,0,0
27500000,3.2,10.0,2.5,6.0,4.0,2068,1,1,0,1,0,1,0,0,1,1,0,0
73000000,6.4,20.0,2.5,4.0,3.0,2068,1,0,1,0,0,1,1,1,0,1,0,0
25000000,5.0,16.0,2.5,4.0,3.0,2065,1,1,0,1,1,1,1,0,1,1,0,0
32000000,4.0,13.0,2.5,5.0,4.0,2078,1,1,0,1,0,1,0,0,1,1,1,0
39000000,4.0,26.0,2.5,4.0,3.0,2065,1,1,0,0,0,1,1,0,1,1,0,0
60000000,9.0,13.0,2.5,6.0,4.0,2065,1,0,1,0,0,1,0,1,1,1,0,0
46000000,7.0,13.0,2.5,6.0,5.0,2075,1,0,1,1,1,0,0,0,1,1,1,0
49500000,8.2,12.0,3.5,8.0,7.0,2068,1,1,0,1,0,1,0,0,1,1,1,0
28000000,5.0,13.0,3.5,8.0,4.0,2062,1,1,0,1,1,1,1,1,1,1,0,0
60000000,6.0,24.0,5.0,10.0,6.0,2072,1,1,0,1,0,0,1,0,1,0,0,0
21500000,2.3,13.0,3.0,3.0,3.0,2079,1,0,1,1,1,1,1,0,0,0,1,1
21500000,3.0,12.0,3.0,4.0,3.0,2065,1,1,0,1,0,0,1,0,1,1,0,0
60000000,10.2,13.0,3.5,5.0,4.0,2076,1,1,0,1,1,1,0,1,1,1,0,0
38000000,4.2,13.0,2.5,7.0,4.0,2076,1,0,1,1,1,0,1,0,1,0,0,0
27500000,4.0,13.0,2.5,5.0,4.0,2076,1,1,0,1,1,1,1,0,0,0,1,1
58000000,6.0,20.0,3.5,8.0,3.0,2068,1,1,0,0,1,1,1,0,0,1,0,0
42500000,5.0,20.0,3.0,7.0,3.0,2076,1,0,1,1,1,1,1,0,0,1,0,0
27500000,3.3,12.0,3.0,8.0,3.0,2060,1,1,0,1,0,1,0,0,1,0,1,0
50000000,6.0,20.0,2.5,3.0,3.0,2078,1,0,1,1,1,1,1,1,1,1,0,0
39000000,4.3,13.0,2.5,6.0,4.0,2075,1,0,1,1,1,0,0,0,1,0,1,0
42500000,4.0,14.0,2.5,3.0,3.0,2076,1,0,1,1,1,1,0,0,1,1,0,0
56500000,4.1,20.0,2.5,4.0,5.0,2065,1,1,0,1,1,1,0,0,1,1,0,0
31000000,4.1,13.0,2.5,4.0,3.0,2076,1,1,0,1,1,1,1,0,1,1,0,0
22500000,3.0,16.0,1.0,6.0,3.0,2070,1,0,1,0,0,0,1,0,1,0,1,1
45000000,7.0,16.0,2.5,4.0,3.0,2073,1,0,1,1,1,1,1,0,1,1,0,0
42500000,4.0,14.0,2.5,3.0,3.0,2076,1,0,1,0,1,1,1,0,1,1,0,0
22000000,3.0,13.0,2.5,5.0,4.0,2076,1,0,1,1,1,1,0,0,1,1,0,0
45000000,4.2,13.0,2.5,4.0,3.0,2068,1,0,1,1,1,1,0,0,1,1,0,0
85000000,9.3,12.0,2.5,6.0,5.0,2075,1,0,1,1,1,1,0,0,1,0,0,0
20000000,2.5,13.0,2.5,4.0,3.0,2076,1,0,1,1,1,1,0,0,1,1,0,0
55000000,4.0,13.0,2.5,3.0,3.0,2060,1,1,0,1,0,1,1,0,1,0,0,0
36000000,12.0,20.0,2.5,7.0,7.0,2075,1,1,0,1,0,1,1,0,1,0,0,0
37000000,3.2,14.0,2.5,4.0,3.0,2076,1,1,0,1,1,1,1,0,0,0,0,0
34000000,4.0,13.0,3.0,6.0,4.0,2068,1,1,0,1,1,1,0,1,1,0,0,0
57500000,9.0,12.0,2.5,4.0,3.0,2075,1,1,0,1,1,1,0,1,1,0,0,0
67500000,6.0,15.0,2.5,5.0,5.0,2076,1,1,0,1,0,1,0,0,1,0,0,0
120000000,12.0,16.0,1.5,3.0,2.0,2060,1,1,0,0,0,1,1,1,1,0,0,0
22000000,5.0,10.0,2.5,6.0,3.0,2078,1,1,0,1,1,1,0,1,1,0,0,0
23000000,2.3,13.0,2.5,5.0,5.0,2076,1,0,1,0,0,1,1,1,1,0,0,0
15000000,3.1,10.0,1.0,2.0,1.0,2060,1,1,0,1,0,1,1,0,1,0,0,0
16800000,1.1,20.0,3.5,3.0,3.0,2049,1,1,0,0,1,1,0,0,1,1,1,0
17300000,3.0,15.0,2.5,1.0,1.0,2070,1,1,0,0,0,1,0,1,1,0,0,0
77000000,6.2,30.0,2.5,4.0,5.0,2049,1,1,0,1,1,0,0,1,1,1,0,1
22000000,5.0,10.0,2.5,6.0,3.0,2074,1,1,0,1,0,1,0,1,1,0,0,1
31000000,3.8,13.0,2.5,5.0,3.0,2075,1,1,0,0,0,1,1,0,1,0,0,0
29900000,4.0,13.0,2.5,5.0,5.0,2076,1,1,0,1,0,1,1,0,1,0,0,0
135000000,13.0,16.0,2.5,7.0,5.0,2060,1,0,1,1,0,1,0,1,1,0,1,1
21000000,3.0,10.0,2.5,5.0,3.0,2078,1,1,0,1,0,1,1,0,1,0,1,0
13000000,4.2,13.0,1.0,2.0,1.0,2076,0,1,0,0,0,1,1,0,1,0,0,0
18500000,5.2,16.0,1.0,2.0,1.0,2049,1,1,0,0,0,1,1,0,1,0,0,0
17000000,4.0,20.0,1.0,2.0,1.0,2049,1,1,0,0,0,1,1,0,1,0,0,0
60000000,3.0,10.0,5.0,1.0,1.0,2070,1,1,0,0,0,1,1,0,1,0,0,1
26500000,3.2,13.0,2.5,6.0,4.0,2075,1,1,0,0,0,1,0,1,1,0,0,0
19500000,4.0,13.0,2.5,5.0,4.0,2076,1,0,1,1,0,1,0,1,1,0,0,0
85000000,7.3,17.0,2.5,5.0,4.0,2076,1,0,1,1,1,1,0,1,1,0,0,0
23000000,3.0,27.0,2.0,3.0,2.0,2076,1,1,0,0,0,1,0,0,0,0,0,0
104000000,16.0,20.0,2.5,5.0,3.0,2060,1,1,0,0,0,1,0,0,1,0,0,0
32500000,4.0,13.0,2.5,5.0,5.0,2076,1,0,1,0,0,1,0,0,1,0,0,0
26000000,4.0,10.0,2.5,4.0,3.0,2073,1,0,1,0,0,1,0,0,1,0,0,0
29500000,3.2,13.0,2.5,8.0,3.0,2047,1,0,1,1,0,0,0,0,1,1,1,1
19000000,2.3,13.0,2.5,4.0,3.0,2078,1,0,1,1,1,0,0,0,0,0,1,1
68000000,8.2,14.0,2.5,6.0,3.0,2050,1,1,0,0,0,1,0,0,1,0,0,0
15500000,2.2,15.0,1.0,4.0,2.0,2077,1,1,0,0,0,1,0,0,0,1,0,1
22000000,3.0,13.0,2.5,6.0,5.0,2078,1,0,1,1,1,1,1,0,0,0,1,1
34500000,3.2,13.0,2.5,6.0,3.0,2060,1,1,0,0,0,1,0,0,1,0,0,0
25000000,3.2,13.0,2.5,6.0,3.0,2066,1,1,0,0,0,1,0,0,1,0,0,0
36500000,5.1,14.0,2.5,5.0,3.0,2072,1,0,1,0,0,1,0,0,1,0,0,0
54900000,7.0,13.0,2.0,5.0,5.0,2077,1,1,0,0,0,1,0,0,1,0,0,0
75000000,9.2,13.0,2.5,6.0,6.0,2068,1,1,0,0,0,1,0,0,1,0,0,0
37000000,6.0,12.0,2.0,4.0,5.0,2065,1,1,0,0,0,1,0,0,1,0,0,0
38000000,4.0,20.0,3.5,6.0,4.0,2078,1,0,1,0,0,1,0,0,1,0,0,0
67500000,7.0,26.0,2.5,5.0,4.0,2065,1,1,0,0,0,1,0,0,1,0,0,0
31000000,3.2,13.0,3.5,7.0,3.0,2072,1,0,1,0,0,1,0,0,1,0,0,0
55000000,5.2,15.0,2.5,5.0,5.0,2068,1,1,0,0,0,1,0,0,1,0,0,0
31000000,4.3,13.0,2.0,6.0,6.0,2050,1,1,0,0,0,1,0,0,1,0,0,0
22000000,3.3,13.0,2.5,4.0,3.0,2058,1,1,0,0,0,1,0,0,1,0,0,0
33000000,3.2,20.0,2.5,6.0,4.0,2068,1,0,1,1,0,1,0,0,1,0,0,0
29000000,3.0,20.0,2.5,6.0,4.0,2078,1,0,1,1,0,0,0,0,1,1,0,0
52500000,7.2,18.0,4.0,8.0,6.0,2077,1,0,1,1,0,1,0,0,1,0,0,0
39900000,3.4,16.0,2.5,6.0,3.0,2077,1,0,1,0,0,1,0,0,1,0,0,0
55000000,7.0,20.0,3.0,5.0,5.0,2077,1,0,1,0,0,1,0,0,1,0,0,0
27500000,3.1,20.0,2.5,7.0,5.0,2078,1,0,1,0,0,1,0,0,1,0,0,0
32000000,3.1,13.0,2.5,5.0,6.0,2078,1,1,0,0,0,1,0,0,1,0,0,0
35000000,5.0,20.0,2.5,5.0,4.0,2075,1,1,0,1,0,1,0,1,1,1,0,0
38500000,4.0,13.0,2.5,4.0,4.0,2075,1,1,0,0,0,1,0,0,1,0,0,0
25000000,3.0,13.0,2.5,6.0,4.0,2075,1,1,0,0,0,1,0,0,1,0,0,0
28000000,4.2,11.0,3.5,7.0,4.0,2080,1,1,0,0,0,1,0,0,1,0,0,0
34500000,4.0,13.0,2.5,6.0,5.0,2078,1,1,0,0,0,1,0,0,1,0,0,0
40000000,3.2,11.0,2.5,4.0,6.0,2078,1,1,0,0,0,1,0,0,1,0,0,0
27500000,5.0,20.0,2.0,6.0,3.0,2077,1,1,0,0,0,1,0,1,1,0,0,0
32500000,4.0,14.0,2.0,3.0,3.0,2075,1,1,0,0,0,1,0,0,1,0,0,0
12000000,3.0,12.0,1.5,2.0,2.0,2078,1,1,0,0,0,1,0,0,1,0,0,0
19000000,3.2,10.0,1.0,3.0,1.0,2074,1,1,0,0,0,0,0,1,1,0,0,0
100000000,17.0,12.5,2.0,4.0,3.0,2080,1,0,1,0,0,1,0,1,1,0,0,0
55000000,9.0,11.0,2.5,3.0,3.0,2078,1,1,0,0,0,1,0,1,1,0,0,0
16000000,2.5,8.0,2.5,4.0,2.0,2078,1,1,0,1,0,0,0,0,0,0,0,0
24500000,3.3,13.0,2.5,3.0,3.0,2076,1,1,0,1,0,1,0,0,1,1,0,0
21000000,3.0,13.0,3.0,7.0,3.0,2075,1,1,0,0,0,1,0,0,1,0,0,0
39000000,3.2,12.0,3.5,6.0,3.0,2076,1,1,0,0,0,1,0,0,1,0,0,0
45000000,3.8,14.0,2.5,5.0,5.0,2078,0,0,1,1,1,0,1,0,1,1,0,0
100000000,10.0,16.0,2.5,4.0,3.0,2074,1,0,1,0,0,1,0,0,1,0,0,0
31000000,3.0,13.0,2.5,6.0,4.0,2077,1,1,0,1,0,1,0,0,1,0,0,0
160000000,16.0,14.0,2.5,7.0,6.0,2077,1,1,0,0,0,1,0,0,1,0,0,0
23500000,2.2,13.0,2.5,3.0,3.0,2075,1,1,0,1,0,1,1,0,0,0,0,0
47000000,4.3,13.0,3.0,5.0,4.0,2074,1,0,1,1,0,0,0,0,1,1,0,0
30500000,4.2,13.0,2.5,5.0,4.0,2080,1,1,0,0,0,1,0,0,1,0,0,0
20000000,3.2,12.0,2.5,7.0,3.0,2078,1,1,0,0,0,1,0,0,1,0,0,0
28000000,3.2,15.0,2.5,5.0,3.0,2078,1,0,1,1,1,0,0,0,1,0,0,0
36000000,4.1,13.0,2.5,4.0,5.0,2077,0,0,1,0,1,1,1,1,1,1,0,0
28500000,3.2,13.0,2.5,4.0,3.0,2074,1,1,0,0,0,1,0,0,1,0,0,0
25000000,3.1,14.0,2.5,2.0,3.0,2075,1,0,1,1,0,0,0,0,1,1,0,0
55000000,4.0,20.0,6.0,8.0,6.0,2074,1,1,0,0,0,1,0,0,1,0,0,0
75000000,9.0,20.0,2.5,4.0,4.0,2074,1,1,0,1,0,1,0,1,1,0,0,0
22000000,3.3,13.0,2.5,5.0,3.0,2077,1,1,0,0,0,1,0,0,1,0,0,0
22000000,3.1,12.0,2.5,5.0,3.0,2078,1,1,0,1,0,0,0,0,1,0,0,0
52500000,3.0,13.0,6.0,19.0,19.0,2074,1,1,0,1,0,1,0,0,1,1,0,0
19000000,4.0,16.0,2.5,6.0,4.0,2068,1,0,1,1,0,1,0,0,1,0,0,0
30000000,4.0,26.0,2.5,8.0,6.0,2070,1,1,0,0,0,1,0,0,1,0,0,0
10000000,5.0,13.0,1.0,3.0,1.0,2079,0,1,0,0,0,1,0,1,0,0,0,0
20000000,3.0,14.0,2.0,4.0,2.0,2079,1,0,1,0,0,1,0,0,1,0,0,0
35000000,4.0,12.0,2.5,5.0,3.0,2078,1,1,0,0,0,1,0,0,1,0,0,0
24000000,3.2,13.0,2.5,4.0,3.0,2080,1,0,1,0,0,1,0,0,1,0,0,0
26500000,3.0,13.0,2.5,6.0,3.0,2074,1,1,0,0,0,1,0,0,1,0,0,0
27000000,3.2,14.0,2.5,5.0,3.0,2076,1,0,1,0,0,1,0,0,1,0,0,0
26000000,3.5,12.0,2.5,5.0,4.0,2077,1,0,1,1,0,0,0,0,1,1,0,0
83000000,7.0,20.0,4.5,34.0,34.0,2070,1,1,0,1,0,1,0,0,1,0,0,0
40000000,5.0,20.0,2.5,5.0,4.0,2075,1,1,0,1,0,1,0,0,1,1,0,0
29000000,4.2,13.0,3.0,5.0,6.0,2076,1,1,0,1,1,0,1,0,0,1,0,0
13000000,3.2,13.0,1.0,3.0,1.0,2076,1,1,0,0,0,1,0,0,1,1,0,0
35000000,4.0,12.0,3.5,5.0,3.0,2076,1,1,0,1,0,1,0,0,1,0,0,0
35500000,4.1,13.0,2.5,5.0,1.0,2076,1,1,0,0,0,1,0,0,1,0,0,0
115000000,17.0,13.0,2.5,6.0,4.0,2076,1,1,0,1,0,1,0,1,1,0,0,0
55000000,6.1,20.0,2.5,5.0,4.0,2077,1,0,1,0,0,1,0,0,1,0,0,0
36000000,5.0,13.0,3.0,4.0,1.0,2074,1,0,1,0,0,1,0,0,1,0,0,0
13000000,4.2,13.0,1.0,2.0,1.0,2079,1,1,0,0,0,1,0,0,1,0,0,0
12000000,3.0,10.0,1.0,2.0,1.0,2076,1,1,0,0,0,1,0,0,1,0,0,0
17000000,2.2,13.0,2.5,6.0,2.0,2076,1,0,1,1,0,1,0,0,1,0,0,0
27500000,3.1,20.0,2.5,5.0,3.0,2076,1,0,1,0,0,1,0,0,1,0,0,0
65000000,8.0,16.0,2.5,7.0,5.0,2076,1,0,1,1,0,1,0,0,1,0,1,0
59000000,5.0,15.0,2.5,4.0,4.0,2070,1,0,1,1,1,1,0,0,1,0,0,0
36500000,4.0,13.0,2.5,6.0,3.0,2080,1,1,0,0,0,1,0,0,1,0,0,0
27500000,3.0,15.0,3.0,8.0,3.0,2076,1,1,0,1,0,1,0,0,1,0,0,0
16000000,3.3,15.0,2.5,6.0,3.0,2076,1,1,0,0,0,1,0,0,1,0,0,0
25000000,4.0,15.0,3.5,7.0,4.0,2076,1,1,0,0,0,1,0,0,1,0,0,0
38700000,4.0,30.0,3.0,7.0,6.0,2077,1,1,0,1,0,1,1,1,1,1,0,0
45000000,5.2,12.0,2.5,5.0,3.0,2077,1,1,0,1,0,1,0,0,1,1,0,0
24500000,3.0,15.0,2.5,5.0,3.0,2074,1,1,0,1,0,1,0,0,1,0,0,0
30000000,4.0,13.0,3.0,4.0,3.0,2080,1,1,0,1,1,0,0,0,1,1,0,0
22000000,3.8,15.0,1.0,2.0,2.0,2076,1,1,0,0,0,1,0,0,1,0,0,0
26500000,3.3,20.0,2.5,6.0,4.0,2076,1,1,0,0,0,1,0,0,1,0,0,0
16500000,3.0,12.0,1.0,2.0,1.0,2073,1,1,0,0,0,1,0,0,1,0,0,0
36000000,5.0,20.0,2.5,7.0,7.0,2072,1,0,1,0,0,1,0,0,1,0,0,0
23000000,3.0,18.0,2.5,5.0,3.0,2073,1,1,0,0,0,1,0,0,1,0,0,0
16000000,3.0,12.0,2.5,4.0,4.0,2073,1,1,0,0,0,1,0,0,1,0,0,0
47500000,8.2,13.0,3.0,7.0,6.0,2080,1,1,0,0,0,1,0,0,1,0,0,0
29000000,4.0,12.0,2.5,5.0,4.0,2074,1,1,0,0,0,1,0,0,1,0,0,0
34000000,3.1,15.0,2.5,5.0,3.0,2073,1,1,0,1,1,1,1,1,1,1,0,0
24500000,3.0,13.0,3.0,5.0,3.0,2074,0,1,0,1,1,0,0,0,1,0,0,0
100000000,15.0,14.0,2.0,6.0,5.0,2076,1,1,0,0,0,1,0,0,1,0,0,0
37500000,4.0,13.0,2.0,7.0,4.0,2074,1,1,0,0,0,1,0,0,1,0,0,0
42500000,4.2,20.0,2.5,6.0,4.0,2073,0,0,1,1,1,0,0,0,1,0,0,0
21500000,2.3,12.0,2.5,5.0,3.0,2073,1,0,1,0,0,1,0,0,1,0,0,0
37500000,4.0,13.0,2.5,5.0,5.0,2076,1,0,1,0,0,1,0,0,1,0,0,0
47500000,4.0,13.0,3.5,7.0,5.0,2076,1,0,1,0,0,1,0,0,1,0,0,0
23500000,2.3,13.0,2.5,4.0,4.0,2073,1,0,1,0,0,1,0,0,1,0,0,0
47000000,4.2,25.0,3.5,7.0,4.0,2079,0,1,0,0,0,0,0,0,1,0,0,0
90000000,8.0,20.0,3.0,6.0,4.0,2072,1,1,0,0,0,1,0,0,1,0,0,0
22400000,3.2,13.0,3.0,8.0,4.0,2074,1,1,0,1,0,0,1,1,1,1,0,0
85000000,7.2,30.0,6.0,30.0,11.0,2076,1,1,0,0,0,1,0,0,1,0,0,0
26500000,3.3,13.0,2.5,7.0,5.0,2073,1,1,0,0,0,1,0,0,1,0,0,0
39900000,4.0,15.0,2.5,6.0,4.0,2070,1,1,0,1,0,1,0,0,1,0,0,0
33500000,3.0,18.0,4.5,6.0,4.0,2063,1,1,0,1,0,1,0,0,1,1,0,0
37000000,6.1,12.0,2.5,5.0,3.0,2065,1,1,0,1,0,1,0,0,1,1,0,0
27500000,3.0,20.0,2.5,5.0,3.0,2072,1,0,1,0,0,1,0,0,1,0,0,0
64000000,6.0,20.0,2.5,4.0,5.0,2058,1,0,1,1,1,1,1,0,1,0,0,0
40000000,7.0,14.0,2.5,12.0,4.0,2068,1,1,0,0,0,1,0,0,1,0,0,0
40000000,5.0,14.0,1.5,2.0,2.0,2074,1,1,0,0,0,1,0,0,1,0,0,0
29900000,4.0,20.0,2.5,4.0,4.0,2072,0,1,0,0,0,1,0,1,1,0,0,0
45000000,6.2,20.0,3.0,7.0,4.0,2072,1,1,0,0,0,1,0,0,1,0,0,0
38500000,4.0,13.0,2.5,7.0,5.0,2070,1,1,0,0,0,1,0,0,1,0,0,0
37500000,3.2,16.0,2.5,7.0,4.0,2076,0,1,0,1,0,0,0,1,1,1,0,0
25000000,3.0,20.0,2.5,4.0,4.0,2070,1,0,1,1,0,0,0,0,1,0,0,0
19600000,3.0,9.0,4.0,11.0,5.0,2076,1,1,0,1,0,0,1,1,1,1,0,0
28400000,5.0,22.0,3.0,5.0,5.0,2074,0,1,0,1,1,0,0,0,1,1,0,0
16200000,3.0,9.0,4.0,9.0,6.0,2065,1,1,0,1,0,0,1,1,1,1,0,0
55000000,6.0,13.0,3.5,10.0,6.0,2072,1,1,0,0,0,1,0,0,1,0,0,0
33000000,3.2,20.5,2.5,6.0,4.0,2070,1,0,1,0,0,1,0,0,1,0,0,0
27500000,4.0,12.0,2.5,4.0,4.0,2070,1,1,0,0,0,1,0,0,1,0,0,0
42500000,5.0,16.0,3.0,7.0,6.0,2072,0,1,0,1,0,0,0,0,1,1,0,0
21000000,4.0,20.0,2.0,4.0,2.0,2072,1,1,0,0,0,1,0,0,1,0,0,0
23000000,2.3,13.0,2.5,4.0,4.0,2076,1,0,1,0,0,1,0,0,1,0,0,0
26500000,3.1,13.0,2.5,4.0,4.0,2064,1,0,1,0,0,1,0,0,1,0,0,0
70000000,6.0,13.0,3.5,4.0,5.0,2070,1,0,1,0,0,1,0,0,1,0,0,0
24000000,4.0,15.0,1.0,2.0,1.0,2074,1,1,0,0,0,1,0,0,1,0,0,0
41000000,5.0,13.0,3.5,8.0,6.0,2070,1,0,1,0,0,1,0,0,1,0,0,0
44500000,6.2,12.0,3.0,6.0,3.0,2065,1,1,0,0,0,1,0,0,1,0,0,0
45000000,10.3,13.0,2.5,6.0,3.0,2070,1,1,0,0,0,1,0,0,1,0,0,0
27500000,3.0,22.0,3.5,6.0,7.0,2069,1,1,0,0,0,1,0,0,1,0,0,0
45000000,3.2,20.0,2.5,4.0,4.0,2070,1,0,1,0,0,1,0,1,1,0,0,0
68000000,8.0,20.0,3.0,5.0,6.0,2065,1,1,0,0,0,1,0,0,1,0,0,0
46500000,5.1,13.0,2.5,4.0,3.0,2069,1,1,0,0,0,1,0,0,1,0,0,0
34500000,4.2,13.0,2.0,5.0,5.0,2079,1,1,0,0,0,1,0,0,1,0,0,0
42000000,4.2,16.0,2.5,6.0,5.0,2055,1,1,0,0,0,1,0,0,1,0,0,0
43000000,3.2,14.0,2.5,4.0,4.0,2070,1,0,1,0,0,1,0,1,1,0,0,0
25500000,3.0,13.0,2.5,5.0,4.0,2070,1,0,1,0,0,1,0,0,1,0,0,0
27500000,3.0,13.0,2.5,5.0,4.0,2072,1,0,1,0,0,1,0,0,1,0,0,0
27000000,3.0,20.0,2.5,4.0,4.0,2072,1,0,1,0,0,1,0,0,1,0,0,0
24000000,3.2,13.0,2.5,4.0,3.0,2079,1,0,1,0,0,1,0,0,1,0,0,0
29000000,3.2,14.0,2.5,4.0,3.0,2055,1,1,0,0,0,1,0,0,1,0,0,0
36000000,5.0,12.0,2.5,7.0,4.0,2069,1,1,0,0,0,1,0,0,1,0,0,0
57000000,7.2,20.0,2.5,4.0,3.0,2079,1,1,0,0,0,0,0,1,1,0,0,0
41700000,4.0,13.0,2.5,4.0,5.0,2079,0,1,0,0,0,0,1,0,0,0,0,0
29900000,3.1,13.0,2.5,6.0,5.0,2073,1,1,0,0,0,1,0,0,1,0,0,0
20000000,3.2,12.0,3.0,6.0,2.0,2072,1,0,1,1,0,0,0,0,1,0,0,0
33000000,4.0,11.0,2.5,5.0,3.0,2079,1,1,0,0,0,1,0,0,1,0,0,0
39000000,4.0,12.5,2.5,6.0,5.0,2055,1,0,1,0,0,1,0,0,1,0,0,0
26500000,4.0,13.0,3.0,8.0,8.0,2070,0,0,1,1,1,0,1,1,0,0,0,0
28000000,3.2,13.0,2.5,6.0,4.0,2072,1,0,1,0,0,1,0,0,1,0,0,0
55000000,8.0,13.0,3.0,9.0,4.0,2072,1,1,0,1,0,1,0,1,0,0,0,0
33500000,5.0,20.0,2.5,7.0,4.0,2076,1,0,1,0,0,1,0,0,1,0,0,0
14000000,2.5,10.0,1.0,1.0,1.0,2073,1,0,1,0,0,1,0,0,1,0,0,0
25500000,3.0,13.0,2.5,5.0,3.0,2076,1,0,1,0,0,1,0,0,1,0,0,0
32500000,4.0,15.0,2.5,6.0,4.0,2069,1,0,1,1,0,0,0,0,1,0,0,0
22500000,3.1,18.0,2.5,4.0,3.0,2078,1,1,0,1,1,1,0,1,1,0,0,0
23000000,3.0,13.0,2.5,7.0,3.0,2073,1,0,1,0,0,1,0,0,1,0,0,0
35000000,4.0,13.0,2.5,5.0,4.0,2076,1,1,0,0,0,1,0,0,1,0,0,0
26500000,3.1,20.0,2.5,4.0,4.0,2061,1,0,1,0,0,1,0,0,1,0,0,0
