TITLE,LOCATION,PRICE,LAND AREA,BUILDUP AREA,ROAD ACCESS,FACING,FLOOR,BEDROOM,BATHROOM,BUILT YEAR,PARKING,AMENITIES
Bungalow house for rent in Basundhara,"Naikap, Kathmandu",Rs. 2.1 Cr ,3.1 aana,,13 Feet,South,2.5,4.0,4.0,,,"['Parking', 'Bathroom', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Dhungeadda, Kathmandu",Rs. 3.3 Cr ,,,13 Feet,North,2.5,5.0,4.0,,,"['Bathroom', 'Drinking Water', 'Parking', 'Drainage', 'Solar', 'Garden', 'Parquet', 'Marbel']"
Bungalow house for rent in Basundhara,"Grande Hospital, Kathmandu",Rs. 7 Cr ,8.2 aana,1711.25 Sq. Feet,18 Feet,West,2.5,5.0,6.0,2074 B.S,,"['Earthquake Resistant', 'Parquet', 'CC Camera', 'Solar', 'Parking', 'Drinking Water', 'Bathroom', 'Drainage', 'Power Backup', 'Water Purifier', 'Garden']"
Bungalow house for rent in Basundhara,"Thecho, Lalitpur",Price on call,,,20 Feet,,2.5,5.0,5.0,2078B.S,,"['Drainage', 'Bathroom', 'Parking', 'Garden']"
Bungalow house for rent in Basundhara,"Golfutar, Kathmandu",Rs. 2.95 Cr ,5.1 aana,,12 Feet,East,2.5,6.0,3.0,2072 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water', 'Marbel']"
Bungalow house for rent in Basundhara,"Sukedhara, Kathmandu",Rs. 3 Cr ,4.0 aana,,12 Feet,South,2.5,4.0,4.0,2077 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']"
Bungalow house for rent in Basundhara,"Chandol, Kathmandu",Rs. 9 Cr ,9.0 aana,,26 Feet,East,,,,2075 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Solar', 'Marbel']"
Bungalow house for rent in Basundhara,"Hattiban, Lalitpur",Price on call,6.1 aana,,10 Feet,South,2.5,5.0,3.0,2071 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
Bungalow house for rent in Basundhara,"Baluwatar, Kathmandu",Rs. 1.75 Lac/m,32.0 aana,2700 Sq. Feet,45 Feet,,1.0,4.0,3.0,2078 B.S,,"['Marbel', 'Sofa', 'Solar', 'Dining Room', 'AirCon', 'Garden', 'Bed Room', 'Parking', 'Playground', 'Drainage', 'Bathroom']"
Bungalow house for rent in Basundhara,"Gatthaghar, Bhaktapur",Rs. 3 Cr ,4.0 aana,2500 Sq. Feet,13 Feet,West,3.5,5.0,5.0,2075 B.S,,"['Earthquake Resistant', 'Marbel', 'Solar', 'Parking', 'Drinking Water', 'Bathroom', 'Drainage', 'Power Backup']"
Bungalow house for rent in Basundhara,"Pasikot, Kathmandu",Rs. 3.6 Cr ,5.0 aana,,13 Feet,North,2.5,5.0,4.0,2077 B.S,,"['Parking', 'Marbel', 'Drainage', 'Bathroom', 'Drinking Water', 'Earthquake Resistant', 'Modular Kitchen', 'Internet', 'Parquet']"
Bungalow house for rent in Basundhara,"Bhaisepati, Lalitpur",Rs. 4.95 Cr ,5.3 aana,3200 Sq. Feet,16 Feet,North-East,3.5,7.0,8.0,2075 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Garden', 'Parking', 'Internet', 'Marbel']"
Bungalow house for rent in Basundhara,"Sitapaila, Kathmandu",Rs. 4 Lac/m,48.0 aana,,13 Feet,South-East,2.5,5.0,4.0,2071 B.S,,"['Garden', 'Drainage', 'Bathroom', 'Drinking Water', 'Marbel', 'AirCon', 'Playground', 'Solar', 'Power Backup', 'Swimming Pool']"
Bungalow house for rent in Basundhara,"Koteshwor, Kathmandu",Rs. 6 Cr ,9.2 aana,,20 Feet,South-East,3.5,7.0,4.0,2078 B.S,,"['Marbel', 'Drainage', 'Bathroom', 'Drinking Water', 'Solar', 'Parking', 'Garden']"
Bungalow house for rent in Basundhara,"Jyotinagar, Kathmandu",Rs. 2.88 Cr ,4.1 aana,,16 Feet,,2.5,,,2076 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Marbel', 'Solar', 'Parking', 'Internet']"
Bungalow house for rent in Basundhara,"Panitanki, Kathmandu",Rs. 3.7 Cr ,4.0 aana,,12-16 Feet,East,3.5,8.0,7.0,2068 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Earthquake Resistant', 'Marbel']"
Bungalow house for rent in Basundhara,"Bhangal , Kathmandu",Rs. 2.1 Cr ,3.2 aana,,13 Feet,,2.5,,,2077 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Solar', 'Internet', 'Marbel']"
Bungalow house for rent in Basundhara,"Baluwakhani, Kathmandu",Rs. 3.35 Cr ,5.0 aana,,14 Feet,East,2.5,,,2059 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Solar', 'Internet']"
Bungalow house for rent in Basundhara,"Nikhileshwor, Kathmandu",Rs. 2.4 Cr ,3.2 aana,,16 Feet,West,2.5,5.0,4.0,2070 B.S,,"['Earthquake Resistant', 'Solar', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Gurjudhara, Kathmandu",Rs. 2.9 Cr ,6.0 aana,2870 Sq. Feet,10 Feet,South-East,2.5,5.0,3.0,2076 B.S,,"['Parking', 'Marbel', 'Bathroom', 'Drainage', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Naikap, Kathmandu",Rs. 85 Lac ,3.1 aana,650 Sq. Feet,32 Feet,West,1.0,2.0,1.0,2074 B.S,,"['Bathroom', 'Drainage', 'Parking', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Baniyatar, Kathmandu",Rs. 1.95 Cr ,3.0 aana,,12 Feet,West,2.5,,,,,"['Bathroom', 'Drainage', 'Marbel', 'Parking']"
Bungalow house for rent in Basundhara,"Paiyuntar, Kathmandu",Rs. 1.35 Cr ,3.2 aana,,13 Feet,East,1.0,2.0,1.0,2070 B.S,,"['Bathroom', 'Drainage', 'Earthquake Resistant', 'Marbel', 'Parking']"
Bungalow house for rent in Basundhara,"Dhapasi, Kathmandu",Price on call,3.0 aana,,12 Feet,South,2.5,6.0,3.0,2078 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Marbel', 'Parking']"
Bungalow house for rent in Basundhara,"Padamsal, Kathmandu",Rs. 2.4 Cr ,3.2 aana,,13 Feet,West,3.0,5.0,4.0,2078 B.S,,"['Bathroom', 'Drainage', 'Parking', 'Drinking Water', 'Power Backup', 'Parquet', 'Solar', 'Dining Room', 'Modular Kitchen', 'Sofa', 'Marbel']"
Bungalow house for rent in Basundhara,"Satungal, Kathmandu",Price on call,4.0 aana,,12 Feet,South-East,1.0,2.0,1.0,2070 B.S,,"['Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Imadol, Lalitpur",Rs. 1.7 Cr ,2.2 aana,,13 Feet,South,,3.0,3.0,2077 B.S,,"['Earthquake Resistant', 'Marbel', 'Solar', 'Drinking Water', 'Power Backup', 'TV', 'Parking', 'Modular Kitchen', 'Bathroom', 'Drainage']"
Bungalow house for rent in Basundhara,"Khichapokhari, Kathmandu",Rs. 3.55 Cr ,5.3 aana,,10 Feet,West,4.0,,4.0,,,"['Drinking Water', 'Drainage', 'Bathroom', 'Parking']"
Bungalow house for rent in Basundhara,"Galkopakha, Kathmandu",Rs. 1.1 /aana,38.0 aana,9000 Sq. Feet,65 Feet,West,,,,,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Garden']"
Bungalow house for rent in Basundhara,"Paiyatar, Kathmandu",Rs. 1.75 Cr ,3.0 aana,1026.75 Sq. Feet,13 Feet,South-East,2.5,11.0,3.0,2070 B.S,,"['Marbel', 'Parquet', 'Fridge', 'Sofa', 'Dining Room', 'Water Purifier', 'Washing Machine', 'Bed Room', 'Iron', 'Internet', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Bouddha, Kathmandu",Rs. 6.75 Cr ,9.2 aana,,8-14 Feet,North-East,4.0,8.0,6.0,2068 B.S,,"['Parquet', 'Fridge', 'Sofa', 'Solar', 'Dining Room', 'MiCrowave', 'AirCon', 'Water Purifier', 'Washing Machine', 'Bed Room', 'Iron']"
Bungalow house for rent in Basundhara,"Bhaisepati, Lalitpur","Rs. 75,000 /m",3.2 aana,,20 Feet,North-West,3.5,4.0,5.0,2072 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Garden', 'Internet', 'Solar']"
Bungalow house for rent in Basundhara,"Narayantar, Kathmandu","Rs. 60,000 /m",6.0 aana,2000 Sq. Feet,12-18 Feet,North,2.5,4.0,4.0,2077 B.S,,"['Marbel', 'AirCon', 'Solar', 'Bathroom', 'Drainage', 'Drinking Water', 'Parking', 'Garden']"
Bungalow house for rent in Basundhara,"Putalisadak, Kathmandu",Rs. 4.4 Cr ,1.2 aana,3848.92 Sq. Feet,12/8 Feet,West,5.5,,7.0,2061 B.S,,"['Bathroom', 'Drainage']"
Bungalow house for rent in Basundhara,"Maharajgunj, Kathmandu",Rs. 7.5 Cr ,8.1 aana,,14 Feet,,3.0,6.0,8.0,2074 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Garden', 'Parking']"
Bungalow house for rent in Basundhara,"Lubhu, Lalitpur",Rs. 2.9 Cr ,1040 sq. ft,1040 Sq. Feet,20 Feet,South,2.5,4.0,3.0,2078B.S,,"['Earthquake Resistant', 'Parquet', 'Dining Room', 'MiCrowave', 'Water Purifier', 'Bed Room', 'Garden', 'Modular Kitchen', 'Parking', 'Playground', 'Internet']"
Bungalow house for rent in Basundhara,"Bhangal , Kathmandu",Rs. 1.75 Cr ,3.0 aana,,13 Feet,North-West,2.5,4.0,4.0,2072 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
Bungalow house for rent in Basundhara,"Bhangal , Kathmandu",Rs. 2.1 Cr ,3.2 aana,,20 Feet,North,2.5,4.0,5.0,2077 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Marbel', 'Parking']"
Bungalow house for rent in Basundhara,"Jyotinagar, Kathmandu",Rs. 3.35 Cr ,5.3 aana,,13 Feet,West,2.5,4.0,4.0,2075 B.S,,"['Parquet', 'Marbel', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Dhapasi, Kathmandu",Rs. 1.95 Cr ,3.0 aana,,12 Feet,East,2.5,5.0,3.0,2071 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Hattiban, Lalitpur",Rs. 5 Cr ,2100 sq. ft,2100 Sq. Feet,16 Feet,South,3.0,5.0,4.0,2078 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Sofa', 'Dining Room', 'Solar', 'Bed Room', 'Modular Kitchen', 'Parking', 'Playground', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Nakhipot, Lalitpur",Rs. 6 Cr ,8.2 aana,1711.25 Sq. Feet,12-18 Feet,South-East,3.0,6.0,6.0,2075 B.S,,"['Earthquake Resistant', 'Solar', 'Garden', 'Drinking Water', 'Parking', 'Drainage', 'Bathroom', 'Marbel']"
Bungalow house for rent in Basundhara,"Purano Naikap, Kathmandu","Rs. 60,000 /m",2250 sq. ft,2250 Sq. Feet,13 Feet,South-West,3.0,,,,,"['Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Hattiban, Lalitpur",Price on call,6.0 aana,2286 Sq. Feet,10  Feet,South-East,2.5,5.0,3.0,,,"['Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Megha City, Kathmandu",Rs. 2.99 Cr ,3.2 aana,3000 Sq. Feet,13 Feet,South-East,3.5,5.0,5.0,2075 B.S,,"['Bathroom', 'Drainage', 'Parking', 'Marbel', 'Drinking Water', 'Water Purifier', 'Garden', 'Earthquake Resistant', 'Solar']"
Bungalow house for rent in Basundhara,"Sitapaila, Kathmandu",Rs. 2 Cr ,3.0 aana,,11 Feet,,2.5,,,,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']"
Bungalow house for rent in Basundhara,"Setipakha, Lalitpur",Rs. 2.25 Cr ,4.1 aana,,12 Feet,South,2.5,,,,,"['Bathroom', 'Drainage', 'Marbel', 'Parking']"
Bungalow house for rent in Basundhara,"Jarankhu, Kathmandu",Rs. 6.5 Cr ,16.0 aana,,12 Feet,West,2.5,5.0,3.0,2077 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Garden', 'Solar', 'Marbel']"
Bungalow house for rent in Basundhara,"Bouddha, Kathmandu",Rs. 20 Cr ,11.0 aana,,12 Feet,West,4.0,,,,,"['Bathroom', 'Drainage', 'Parking', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Pasikot, Kathmandu",Rs. 2.4 Cr ,4.0 aana,2000 Sq. Feet,20 Feet,South-East,2.5,5.0,2.0,2074 B.S,,"['Earthquake Resistant', 'Marbel', 'Solar', 'Garden', 'Modular Kitchen', 'Parking', 'Bathroom', 'Drainage', 'Internet', 'Drinking Water', 'TV']"
Bungalow house for rent in Basundhara,"Jaya Bageshwori, Kathmandu",Rs. 3.85 Cr ,4.0 aana,3100 Sq. Feet,18 Feet,North,3.0,5.0,5.0,2061 B.S,,"['Marbel', 'Fridge', 'Sofa', 'Solar', 'Dining Room', 'AirCon', 'Bed Room', 'Parking', 'TV', 'Drinking Water', 'Internet']"
Bungalow house for rent in Basundhara,"Sallaghari, Bhaktapur",Rs. 3.75 Cr ,6.1 aana,,20 Feet,North-East,2.5,4.0,4.0,2074 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Marbel']"
Bungalow house for rent in Basundhara,"Golfutar, Kathmandu",Rs. 11 Cr ,19.0 aana,,12 Feet,South,2.5,4.0,3.0,2078B.S,,"['Drainage', 'Bathroom', 'Garden', 'Drinking Water', 'Parking', 'Marbel', 'Parquet']"
Bungalow house for rent in Basundhara,"Dhungedhara, Kathmandu",Rs. 5.5 Cr ,6.0 aana,,13 Feet,South-East,2.5,5.0,3.0,2072 B.S,,"['Marbel', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Raniban, Kathmandu",Rs. 35 Lac/aana,32.0 aana,,18 Feet,West,2.5,5.0,3.0,2077 B.S,,"['Garden', 'Bathroom', 'Drainage', 'Parking', 'Drinking Water', 'Marbel']"
Bungalow house for rent in Basundhara,"Chundevi, Kathmandu",Rs. 7.5 Lac/m,48.0 aana,,13 Feet,,2.5,4.0,4.0,2075 B.S,,"['Drainage', 'Parquet', 'Parking', 'Garden', 'Marbel']"
Bungalow house for rent in Basundhara,"Kapan, Kathmandu",Rs. 2.5 Cr ,3.0 aana,,10 Feet,North-East,4.0,,,2071 B.S,,"['Solar', 'Washing Machine', 'Water Purifier', 'Modular Kitchen', 'Parking', 'Bed Room', 'Sofa', 'Marbel', 'Bathroom', 'Drainage']"
Bungalow house for rent in Basundhara,"Dhaneshwor, Kathmandu",Rs. 1.35 Cr ,3.0 aana,968.752 Sq. Feet,13 Feet,East,1.0,2.0,1.0,2075 B.S,,"['Earthquake Resistant', 'Marbel', 'Water Purifier', 'Parking', 'Drinking Water', 'Bathroom', 'Drainage']"
Bungalow house for rent in Basundhara,"Tulsipur, Dang",Rs. 80 Lac ,0.8 kattha,,20 Feet,North,1.0,2.0,2.0,2072 B.S,,"['Marbel', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
Bungalow house for rent in Basundhara,"Bafal, Kathmandu",Rs. 7 Cr ,9.2 aana,3000 Sq. Feet,13 Feet,East,2.5,3.0,4.0,2060 B.S,,"['Marbel', 'Parking', 'Drinking Water', 'Bathroom', 'Drainage', 'Sofa', 'Bed Room']"
Bungalow house for rent in Basundhara,"Baluwatar, Kathmandu",Rs. 4 Cr ,3.1 aana,2700 Sq. Feet,12-16 Feet,East,5.0,3.0,5.0,2076 AD B.S,,"['Marbel', 'Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
Bungalow house for rent in Basundhara,"Srijananagar, Bhaktapur",Rs. 2.25 Cr ,3.2 aana,0-3-0-0 Ropani-aana-Paisa-Daam,20 Feet,North-West,3.0,7.0,3.0,2069 B.S,,"['Marbel', 'Modular Kitchen', 'Parking', 'Drinking Water', 'Bathroom', 'Drainage', 'Earthquake Resistant', 'Internet', 'Power Backup']"
Bungalow house for rent in Basundhara,"Baniyatar, Kathmandu",Rs. 6.5 Cr ,7.0 aana,,12-18 Feet,North,,,,,,"['Drinking Water', 'Bathroom', 'Drainage']"
Bungalow house for rent in Basundhara,"Bagdol, Lalitpur",Rs. 2.9 Cr ,5.0 aana,,12-18 Feet,South,2.5,4.0,4.0,2072 B.S,,"['Marbel', 'Parking', 'Drinking Water', 'Bathroom', 'Modular Kitchen', 'Drainage']"
Bungalow house for rent in Basundhara,"Baluwakhani, Kathmandu",Rs. 2.6 Cr ,4.2 aana,,12-18 Feet,North,2.5,5.0,4.0,2077 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Marbel']"
Bungalow house for rent in Basundhara,"Ekatabasti, Kathmandu",Rs. 3.3 Cr ,5.3 aana,,13 Feet,South,2.5,3.0,3.0,2075 B.S,,"['Bathroom', 'Drainage', 'Drinking Water', 'Parking']"
Bungalow house for rent in Basundhara,"Mandikhatar, Kathmandu",Rs. 2.1 Cr ,3.0 aana,,13 Feet,North,2.5,6.0,5.0,2071 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Bhangal , Kathmandu",Rs. 2.35 Cr ,4.0 aana,,16 Feet,East,2.5,4.0,4.0,2075 B.S,,"['Parking', 'Drinking Water', 'Bathroom', 'Drainage', 'Marbel']"
Bungalow house for rent in Basundhara,"Kapan, Kathmandu",Rs. 1.12 Cr ,3.0 aana,,10 Feet,East,1.0,2.0,1.0,2072 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Bhangal , Kathmandu",Rs. 1.35 Cr ,3.2 aana,,13 Feet,North-West,1.0,2.0,1.0,2060 B.S,,"['Drinking Water', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Sukedhara, Kathmandu",Rs. 1.7 Cr ,2.2 aana,,13 Feet,North,2.5,4.0,4.0,2076 AD B.S,,"['Earthquake Resistant', 'Marbel', 'Bathroom', 'Drainage', 'Parking', 'Internet']"
Bungalow house for rent in Basundhara,"Lubhu, Lalitpur",Rs. 1.5 Cr ,3.1 aana,201.66 Sq. Feet,11 Feet,South,2.5,5.0,3.0,2069 B.S,,"['Drainage', 'Bathroom', 'Parking']"
Bungalow house for rent in Basundhara,"Ram Mandir, Kathmandu",Rs. 2.75 Cr ,,,26 Feet,North-East,4.0,5.0,4.0,2077 B.S,,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Drinking Water', 'Parking', 'Bathroom']"
Bungalow house for rent in Basundhara,"Sano thimi, Bhaktapur",Rs. 5 Cr ,8.0 aana,1500 Sq. Feet,20 Feet,East,4.0,6.0,6.0,2065 B.S,,"['Bathroom', 'Drainage', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Chapali, Kathmandu",Rs. 3.90 Cr ,5.0 aana,,18 Feet,,2.5,6.0,8.0,,,"['Drainage', 'Bathroom', 'Drinking Water', 'Internet', 'Parking', 'Garden']"
Bungalow house for rent in Basundhara,"Aakasedhara, Kathmandu",Rs. 1.9 Cr ,4.0 aana,,10 Feet,,2.5,5.0,3.0,,,"['Parking', 'Drinking Water', 'Bathroom', 'Drainage']"
Bungalow house for rent in Basundhara,"Paiyatar, Kathmandu",Rs. 2.2 Cr ,4.2 aana,,12  Feet,East,2.5,6.0,4.0,2077 B.S,,"['Earthquake Resistant', 'Marbel', 'Fridge', 'Sofa', 'Dining Room', 'Water Purifier', 'Bed Room', 'Garden', 'Modular Kitchen', 'Parking', 'Internet']"
Bungalow house for rent in Basundhara,"Gothatar, Kathmandu",Price on call,4.1 aana,,12-18 Feet,North-East,3.0,6.0,4.0,2021 AD B.S,,"['Earthquake Resistant', 'Marbel', 'Solar', 'Parking', 'Bathroom', 'Drainage']"
Bungalow house for rent in Basundhara,"Chabahil, Kathmandu",Rs. 2 Lac/m,2600+1600 sq. ft,2600+1600 Sq. Feet,16 Feet,South,,,,,,"['Bathroom', 'Drainage', 'Parking', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Chunikhel, Kathmandu",Price on call,3.2 aana,,28 Feet,North-West,3.0,4.0,3.0,2078 B.S,,"['Earthquake Resistant', 'Solar', 'AirCon', 'Water Purifier', 'Marbel', 'Modular Kitchen', 'Parking', 'Drinking Water', 'Bathroom', 'Parquet']"
Bungalow house for rent in Basundhara,"Ganesh Chowk, Kathmandu",Rs. 3.25 Cr ,4.2 aana,,13 Feet,South,2.5,4.0,4.0,2075 B.S,,"['Drinking Water', 'Drainage', 'Parking', 'Bathroom', 'Parquet']"
Bungalow house for rent in Basundhara,"Naya Basti, Kathmandu",Rs. 2.8 Cr ,5.0 aana,,10 Feet,East,3.0,7.0,5.0,2078 B.S,,"['Parking', 'Drinking Water', 'Bathroom', 'Drainage']"
Bungalow house for rent in Basundhara,"Thankot, Kathmandu",Rs. 1.65 Cr ,4.0 aana,,13 Feet,,2.5,4.0,4.0,2078 B.S,,"['Drinking Water', 'Drainage', 'Parking', 'Marbel']"
Bungalow house for rent in Basundhara,"Hattiban, Lalitpur",Rs. 3.8 Cr ,9.0 aana,1400 Sq. Feet,20 Feet,South-West,1.0,2.0,2.0,2074 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Parking', 'Internet']"
Bungalow house for rent in Basundhara,"Hattiban, Lalitpur",Rs. 3.25 Cr ,3.2 aana,,20 Feet,West,2.5,3.0,3.0,2078 B.S,,"['Bathroom', 'Drainage', 'Parking', 'Marbel']"
Bungalow house for rent in Basundhara,"Gaurighat, Kathmandu",Rs. 6 Cr ,7.0 aana,4148 Sq. Feet,10 Feet,South,5.0,9.0,7.0,2077 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Lolang, Kathmandu",Rs. 1.55 Cr ,3.0 aana,,18 Feet,North,2.0,6.0,3.0,2068 B.S,,"['Drainage', 'Drinking Water', 'Bathroom', 'Parking', 'Marbel']"
Bungalow house for rent in Basundhara,"Goldhunga, Kathmandu",Rs. 1.5 Cr ,3.0 aana,,13 Feet,South,2.0,5.0,4.0,2065 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Pasikot, Kathmandu",Rs. 7.5 Cr ,22.0 aana,,12 Feet,North,2.0,3.0,3.0,2075 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Pasikot, Kathmandu",Rs. 6 Cr ,9.0 aana,5000 Sq. Feet,16 Feet,East,3.5,6.0,5.0,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
Bungalow house for rent in Basundhara,"Koteshwor, Kathmandu",Rs. 2.75 Cr ,2.2 aana,,12 Feet,East,2.5,6.0,4.0,2078 B.S,,"['Marbel', 'Drainage', 'Bathroom']"
Bungalow house for rent in Basundhara,"Bhangal , Kathmandu",Rs. 2.2 Cr ,4.1 aana,,13 Feet,North-West,2.5,5.0,4.0,2075 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel', 'Solar']"
Bungalow house for rent in Basundhara,"Sai Baba chowk, Kathmandu",Rs. 2.5 Cr ,4.0 aana,,13 Feet,East,2.5,6.0,3.0,2078 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Solar', 'Marbel']"
Bungalow house for rent in Basundhara,"Greenland Chowk, Kathmandu",Rs. 4.5 Cr ,9.0 aana,,10 Feet,East,2.5,7.0,4.0,2077 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Fridge', 'Solar', 'Dining Room', 'Bed Room', 'Garden', 'Playground', 'Parking', 'Bathroom']"
Bungalow house for rent in Basundhara,"Bajrabarahi, Lalitpur",Rs. 53 Lac/aana,2.3 aana,,20 Feet,East,,,,,,"['Bathroom', 'Drinking Water', 'Drainage']"
Bungalow house for rent in Basundhara,"Sundarbasti, Kathmandu",Rs. 2 Cr ,3.2 aana,,12 Feet,South,2.5,6.0,3.0,,,"['Marbel', 'Parquet', 'Drainage', 'Bathroom', 'Parking']"
Bungalow house for rent in Basundhara,"Imadol, Lalitpur",Rs. 2.1 Cr ,3.0 aana,,20 Feet,East,2.5,5.0,4.0,2075 B.S,,"['Bathroom', 'Drainage', 'Parking', 'Marbel']"
Bungalow house for rent in Basundhara,"Chapali, Kathmandu",Rs. 2.4 Cr ,50.0 aana,,12 Feet,North-West,2.5,5.0,4.0,2078 B.S,,"['Parquet', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Solar']"
Bungalow house for rent in Basundhara,"Bhaisepati, Lalitpur",Rs. 4 Cr ,4.0 aana,,16 Feet,North,2.5,3.0,3.0,2078 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Power Backup', 'Playground', 'Swimming Pool', 'Marbel']"
Bungalow house for rent in Basundhara,"Naya Thimi, Bhaktapur",Rs. 1.5 Lac/m,14.0 aana,,20 Feet,East,2.0,6.0,4.0,,,"['Parquet', 'Marbel', 'Drinking Water', 'Bathroom', 'Parking', 'Garden']"
Bungalow house for rent in Basundhara,"Aakasedhara, Kathmandu",Rs. 1.2 Lac/m,8.3 aana,2800 Sq. Feet,20 Feet,North-East,2.5,5.0,4.0,,,"['Bathroom', 'Drainage', 'Parking', 'Garden', 'Marbel']"
Bungalow house for rent in Basundhara,"Thado Dhunga, Lalitpur",Rs. 4 Lac/m,9.0 aana,6400 Sq. Feet,13 Feet,East,4.0,,7.0,2068 B.S,,"['Solar', 'Marbel', 'Bathroom', 'Drainage', 'Parking', 'Drinking Water', 'Earthquake Resistant']"
Bungalow house for rent in Basundhara,"Bhaisepati, Lalitpur",Rs. 3.6 Cr ,5.0 aana,,15 Feet,East,2.5,4.0,4.0,,,"['Solar', 'Parquet', 'Drainage', 'Bathroom', 'Parking', 'Internet']"
Bungalow house for rent in Basundhara,"Katunje, Bhaktapur",Rs. 2.5 Cr ,4.0 aana,0-3-0-0 Ropani-aana-Paisa-Daam,12/16 Feet,East,4.0,7.0,,2075 B.S,,"['Earthquake Resistant', 'Marbel', 'Internet', 'Drinking Water', 'Bathroom', 'TV', 'Drainage', 'Parking', 'Garden', 'Solar']"
Bungalow house for rent in Basundhara,"Imadol, Lalitpur",Rs. 1.8 Cr ,2.3 aana,,13 Feet,North,2.5,4.0,3.0,2078 B.S,,"['Bathroom', 'Drainage', 'Garden', 'Parking', 'Internet', 'Marbel']"
Bungalow house for rent in Basundhara,"Saraswotinagar, Kathmandu",Rs. 4 Cr ,7.0 aana,,13 Feet,North-East,2.5,4.0,4.0,2078 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Parking']"
Bungalow house for rent in Basundhara,"Imadol, Lalitpur",Rs. 2.35 Cr ,3.2 aana,,16 Feet,East,2.5,6.0,4.0,2074 B.S,,"['Drainage', 'Bathroom', 'Parking', 'Internet', 'Garden', 'Marbel']"
Bungalow house for rent in Basundhara,"Banasthali, Kathmandu",Rs. 7 Cr ,11.0 aana,,20 Feet,East,2.5,4.0,5.0,2078 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Marbel']"
